costcode,week_ending,period_hrs,project_number,project_name
13006454,1/7/2023,190,1300642,Cascade Power Project
13006454,1/7/2023,50.5,1300642,Cascade Power Project
13006454,1/14/2023,4,1300642,Cascade Power Project
13006454,1/14/2023,107.5,1300642,Cascade Power Project
13006454,1/14/2023,191,1300642,Cascade Power Project
13006454,1/14/2023,18.5,1300642,Cascade Power Project
13006454,1/21/2023,5,1300642,Cascade Power Project
13006454,1/21/2023,125.5,1300642,Cascade Power Project
13006454,1/21/2023,173.4,1300642,Cascade Power Project
13006454,1/21/2023,45.5,1300642,Cascade Power Project
13006454,1/28/2023,10.5,1300642,Cascade Power Project
13006454,1/28/2023,6.5,1300642,Cascade Power Project
13006454,1/28/2023,191.5,1300642,Cascade Power Project
13006454,1/28/2023,108,1300642,Cascade Power Project
13006454,1/28/2023,48,1300642,Cascade Power Project
13006454,2/4/2023,7.5,1300642,Cascade Power Project
13006454,2/4/2023,218.8,1300642,Cascade Power Project
13006454,2/4/2023,228,1300642,Cascade Power Project
13006454,2/4/2023,51.5,1300642,Cascade Power Project
13006454,2/11/2023,49.5,1300642,Cascade Power Project
13006454,2/11/2023,12.5,1300642,Cascade Power Project
13006454,2/11/2023,34.5,1300642,Cascade Power Project
13006454,2/11/2023,205,1300642,Cascade Power Project
13006454,2/11/2023,162.5,1300642,Cascade Power Project
13006454,2/11/2023,48,1300642,Cascade Power Project
13006454,2/18/2023,74.5,1300642,Cascade Power Project
13006454,2/18/2023,9,1300642,Cascade Power Project
13006454,2/18/2023,4,1300642,Cascade Power Project
13006454,2/18/2023,312,1300642,Cascade Power Project
13006454,2/18/2023,321.5,1300642,Cascade Power Project
13006454,2/18/2023,57.5,1300642,Cascade Power Project
13006454,2/25/2023,32.5,1300642,Cascade Power Project
13006454,2/25/2023,10.75,1300642,Cascade Power Project
13006454,2/25/2023,4,1300642,Cascade Power Project
13006454,2/25/2023,309.5,1300642,Cascade Power Project
13006454,2/25/2023,282.5,1300642,Cascade Power Project
13006454,2/25/2023,51,1300642,Cascade Power Project
13006454,3/4/2023,29.5,1300642,Cascade Power Project
13006454,3/4/2023,313,1300642,Cascade Power Project
13006454,3/4/2023,290.7,1300642,Cascade Power Project
13006454,3/4/2023,20.5,1300642,Cascade Power Project
13006454,3/11/2023,3.5,1300642,Cascade Power Project
13006454,3/11/2023,28.5,1300642,Cascade Power Project
13006454,3/11/2023,30.25,1300642,Cascade Power Project
13006454,3/11/2023,267,1300642,Cascade Power Project
13006454,3/11/2023,298,1300642,Cascade Power Project
13006454,3/11/2023,31.5,1300642,Cascade Power Project
13006454,3/18/2023,4.75,1300642,Cascade Power Project
13006454,3/18/2023,333.5,1300642,Cascade Power Project
13006454,3/18/2023,285,1300642,Cascade Power Project
13006454,3/18/2023,30,1300642,Cascade Power Project
13006454,3/25/2023,48.75,1300642,Cascade Power Project
13006454,3/25/2023,59,1300642,Cascade Power Project
13006455,4/23/2022,15,1300642,Cascade Power Project
13006455,4/30/2022,221,1300642,Cascade Power Project
13006455,5/7/2022,17,1300642,Cascade Power Project
13006455,5/21/2022,36.5,1300642,Cascade Power Project
13006455,5/28/2022,103,1300642,Cascade Power Project
13006455,6/4/2022,119,1300642,Cascade Power Project
13006455,6/11/2022,191,1300642,Cascade Power Project
13006455,6/11/2022,26.5,1300642,Cascade Power Project
13006455,6/18/2022,100.5,1300642,Cascade Power Project
13006455,6/18/2022,8.5,1300642,Cascade Power Project
13006455,7/9/2022,26,1300642,Cascade Power Project
13006455,4/30/2022,39,1300642,Cascade Power Project
13006455,6/4/2022,14,1300642,Cascade Power Project
13006455,6/11/2022,22.5,1300642,Cascade Power Project
13006455,8/6/2022,10,1300642,Cascade Power Project
13006455,8/13/2022,12,1300642,Cascade Power Project
13006455,8/20/2022,10,1300642,Cascade Power Project
13006455,9/17/2022,13.5,1300642,Cascade Power Project
13006455,9/17/2022,201.5,1300642,Cascade Power Project
13006455,9/24/2022,15,1300642,Cascade Power Project
13006455,9/24/2022,105.5,1300642,Cascade Power Project
13006455,10/1/2022,20,1300642,Cascade Power Project
13006455,10/8/2022,6,1300642,Cascade Power Project
13006455,10/8/2022,9,1300642,Cascade Power Project
13006455,10/22/2022,3,1300642,Cascade Power Project
13006455,12/17/2022,18,1300642,Cascade Power Project
13006455,12/17/2022,41.5,1300642,Cascade Power Project
13006455,12/17/2022,370.7,1300642,Cascade Power Project
13006455,12/24/2022,3,1300642,Cascade Power Project
13006455,12/24/2022,30,1300642,Cascade Power Project
13006455,1/7/2023,16.5,1300642,Cascade Power Project
13006455,1/14/2023,11,1300642,Cascade Power Project
13006455,1/21/2023,9,1300642,Cascade Power Project
13006455,1/28/2023,4,1300642,Cascade Power Project
13006455,2/4/2023,11.5,1300642,Cascade Power Project
13006455,2/4/2023,215.5,1300642,Cascade Power Project
13006455,2/11/2023,13.5,1300642,Cascade Power Project
13006455,2/11/2023,91,1300642,Cascade Power Project
13006456,7/30/2022,23.5,1300642,Cascade Power Project
13006456,8/13/2022,34.5,1300642,Cascade Power Project
13006456,10/1/2022,42,1300642,Cascade Power Project
13006456,10/22/2022,24,1300642,Cascade Power Project
13006456,2/4/2023,69.5,1300642,Cascade Power Project
13006457,10/22/2022,1,1300642,Cascade Power Project
13006457,10/22/2022,95.5,1300642,Cascade Power Project
13006457,10/22/2022,44.5,1300642,Cascade Power Project
13006457,10/22/2022,62.5,1300642,Cascade Power Project
13006457,11/5/2022,234,1300642,Cascade Power Project
13006457,11/19/2022,45,1300642,Cascade Power Project
13006457,11/19/2022,27,1300642,Cascade Power Project
13006457,11/19/2022,44,1300642,Cascade Power Project
13006457,11/26/2022,27.9,1300642,Cascade Power Project
13006457,11/26/2022,3,1300642,Cascade Power Project
13006457,11/26/2022,137.5,1300642,Cascade Power Project
13006457,12/3/2022,12,1300642,Cascade Power Project
13006457,12/3/2022,15.5,1300642,Cascade Power Project
13006457,12/3/2022,225,1300642,Cascade Power Project
13006457,12/10/2022,26.5,1300642,Cascade Power Project
13006457,12/10/2022,57.5,1300642,Cascade Power Project
13006457,12/10/2022,30.5,1300642,Cascade Power Project
13006457,12/10/2022,129.5,1300642,Cascade Power Project
13006457,12/17/2022,8,1300642,Cascade Power Project
13006457,12/17/2022,14,1300642,Cascade Power Project
13006457,12/17/2022,71,1300642,Cascade Power Project
13006457,12/24/2022,8,1300642,Cascade Power Project
13006457,12/24/2022,20,1300642,Cascade Power Project
13006457,1/14/2023,12.5,1300642,Cascade Power Project
13006457,1/21/2023,12.5,1300642,Cascade Power Project
13006457,1/21/2023,10.5,1300642,Cascade Power Project
13006457,1/21/2023,154,1300642,Cascade Power Project
13006457,1/28/2023,6,1300642,Cascade Power Project
13006457,1/28/2023,48,1300642,Cascade Power Project
13006457,1/28/2023,316,1300642,Cascade Power Project
13006457,2/4/2023,11,1300642,Cascade Power Project
13006457,2/4/2023,2,1300642,Cascade Power Project
13006457,2/4/2023,92,1300642,Cascade Power Project
13006457,2/11/2023,39,1300642,Cascade Power Project
13006457,2/11/2023,38.5,1300642,Cascade Power Project
13006457,2/18/2023,31,1300642,Cascade Power Project
13006457,2/25/2023,16.5,1300642,Cascade Power Project
13006457,3/4/2023,51.5,1300642,Cascade Power Project
13006457,3/11/2023,31.5,1300642,Cascade Power Project
13006457,3/18/2023,31.5,1300642,Cascade Power Project
13006457,3/18/2023,48,1300642,Cascade Power Project
13006457,3/25/2023,10.5,1300642,Cascade Power Project
13006458,2/11/2023,44.5,1300642,Cascade Power Project
13006458,2/11/2023,12,1300642,Cascade Power Project
13006458,2/18/2023,5,1300642,Cascade Power Project
13006458,2/18/2023,117,1300642,Cascade Power Project
13006458,2/18/2023,47.5,1300642,Cascade Power Project
13006458,2/25/2023,10,1300642,Cascade Power Project
13006458,2/25/2023,87,1300642,Cascade Power Project
13006458,2/25/2023,38,1300642,Cascade Power Project
13006458,2/25/2023,215.5,1300642,Cascade Power Project
13006458,3/4/2023,10.5,1300642,Cascade Power Project
13006458,3/4/2023,1.5,1300642,Cascade Power Project
13006458,3/4/2023,3,1300642,Cascade Power Project
13006458,3/4/2023,100,1300642,Cascade Power Project
13006458,3/4/2023,69.5,1300642,Cascade Power Project
13006458,3/11/2023,1.5,1300642,Cascade Power Project
13006458,3/11/2023,10,1300642,Cascade Power Project
13006458,3/11/2023,21,1300642,Cascade Power Project
13006458,3/11/2023,201,1300642,Cascade Power Project
13006458,3/18/2023,62,1300642,Cascade Power Project
13006463,4/23/2022,-0.4,1300642,Cascade Power Project
13006463,4/23/2022,31,1300642,Cascade Power Project
13006463,4/30/2022,166.5,1300642,Cascade Power Project
13006463,4/30/2022,22.5,1300642,Cascade Power Project
13006463,4/30/2022,38,1300642,Cascade Power Project
13006463,5/7/2022,10,1300642,Cascade Power Project
13006463,5/7/2022,14.5,1300642,Cascade Power Project
13006463,5/14/2022,93,1300642,Cascade Power Project
13006463,6/11/2022,164.5,1300642,Cascade Power Project
13006463,6/18/2022,70,1300642,Cascade Power Project
13006463,6/18/2022,4,1300642,Cascade Power Project
13006463,6/18/2022,47.5,1300642,Cascade Power Project
13006463,6/18/2022,107.5,1300642,Cascade Power Project
13006463,6/18/2022,28,1300642,Cascade Power Project
13006463,6/25/2022,24,1300642,Cascade Power Project
13006463,6/25/2022,84.5,1300642,Cascade Power Project
13006463,6/25/2022,229,1300642,Cascade Power Project
13006463,7/2/2022,12,1300642,Cascade Power Project
13006463,7/2/2022,23,1300642,Cascade Power Project
13006463,7/2/2022,11,1300642,Cascade Power Project
13006463,7/2/2022,12,1300642,Cascade Power Project
13006463,7/9/2022,11,1300642,Cascade Power Project
13006463,7/16/2022,159,1300642,Cascade Power Project
13006463,7/23/2022,63.5,1300642,Cascade Power Project
13006463,7/23/2022,8,1300642,Cascade Power Project
13006463,7/30/2022,27.5,1300642,Cascade Power Project
13006463,7/30/2022,28.5,1300642,Cascade Power Project
13006463,8/6/2022,30,1300642,Cascade Power Project
13006463,8/6/2022,10,1300642,Cascade Power Project
13006463,8/13/2022,72,1300642,Cascade Power Project
13006463,8/20/2022,10,1300642,Cascade Power Project
13006463,8/27/2022,8.5,1300642,Cascade Power Project
13006463,9/10/2022,3,1300642,Cascade Power Project
13006463,9/10/2022,15.5,1300642,Cascade Power Project
13006463,9/17/2022,11,1300642,Cascade Power Project
13006463,9/17/2022,43,1300642,Cascade Power Project
13006463,9/17/2022,15,1300642,Cascade Power Project
13006463,9/24/2022,17.5,1300642,Cascade Power Project
13006463,10/8/2022,32.5,1300642,Cascade Power Project
13006463,10/15/2022,35.5,1300642,Cascade Power Project
13006463,11/5/2022,10,1300642,Cascade Power Project
13006463,11/5/2022,1.5,1300642,Cascade Power Project
13006463,11/5/2022,13,1300642,Cascade Power Project
13006463,11/5/2022,47.5,1300642,Cascade Power Project
13006463,11/5/2022,16.5,1300642,Cascade Power Project
13006463,11/12/2022,10,1300642,Cascade Power Project
13006463,12/17/2022,40,1300642,Cascade Power Project
13006463,1/14/2023,45,1300642,Cascade Power Project
13006463,1/21/2023,41.5,1300642,Cascade Power Project
13006463,1/28/2023,60,1300642,Cascade Power Project
13006491,11/27/2021,29.5,1300642,Cascade Power Project
13006491,11/27/2021,58,1300642,Cascade Power Project
13006491,12/4/2021,16,1300642,Cascade Power Project
13006491,12/18/2021,104,1300642,Cascade Power Project
13006491,5/21/2022,1.5,1300642,Cascade Power Project
13006491,9/3/2022,25,1300642,Cascade Power Project
13006491,1/28/2023,34,1300642,Cascade Power Project
13006491,1/28/2023,27,1300642,Cascade Power Project
13006491,2/4/2023,30.5,1300642,Cascade Power Project
13006491,2/25/2023,10,1300642,Cascade Power Project
13006491,3/11/2023,37.5,1300642,Cascade Power Project
13006491,3/11/2023,107.5,1300642,Cascade Power Project
13006492,2/11/2023,57.5,1300642,Cascade Power Project
13006492,2/18/2023,137.5,1300642,Cascade Power Project
13006492,3/11/2023,3.5,1300642,Cascade Power Project
13006492,3/11/2023,42.5,1300642,Cascade Power Project
13006492,3/18/2023,14.5,1300642,Cascade Power Project
13006492,3/18/2023,91,1300642,Cascade Power Project
13006492,3/25/2023,2.25,1300642,Cascade Power Project
13006500,4/9/2022,20,1300642,Cascade Power Project
13006500,4/9/2022,10.5,1300642,Cascade Power Project
13006500,4/16/2022,62,1300642,Cascade Power Project
13006500,4/23/2022,48,1300642,Cascade Power Project
13006500,4/23/2022,10.5,1300642,Cascade Power Project
13006500,4/30/2022,42.5,1300642,Cascade Power Project
13006500,8/13/2022,10,1300642,Cascade Power Project
13006500,9/3/2022,10.5,1300642,Cascade Power Project
13006500,9/10/2022,6.5,1300642,Cascade Power Project
13006500,9/10/2022,55.5,1300642,Cascade Power Project
13006500,9/17/2022,72,1300642,Cascade Power Project
13006500,9/24/2022,98,1300642,Cascade Power Project
13006500,10/1/2022,52,1300642,Cascade Power Project
13006500,10/8/2022,47,1300642,Cascade Power Project
13006500,10/15/2022,10,1300642,Cascade Power Project
13006500,10/15/2022,21,1300642,Cascade Power Project
13006500,10/22/2022,4,1300642,Cascade Power Project
13006500,10/22/2022,3,1300642,Cascade Power Project
13006500,10/29/2022,31.5,1300642,Cascade Power Project
13006500,11/5/2022,112.5,1300642,Cascade Power Project
13006500,11/12/2022,10.5,1300642,Cascade Power Project
13006500,11/12/2022,103.8,1300642,Cascade Power Project
13006500,11/19/2022,48,1300642,Cascade Power Project
13006500,11/19/2022,89.5,1300642,Cascade Power Project
13006500,11/26/2022,73,1300642,Cascade Power Project
13006500,12/3/2022,47,1300642,Cascade Power Project
13006500,12/3/2022,57.5,1300642,Cascade Power Project
13006500,12/10/2022,23,1300642,Cascade Power Project
13006500,12/10/2022,24,1300642,Cascade Power Project
13006500,12/10/2022,104,1300642,Cascade Power Project
13006500,12/17/2022,28,1300642,Cascade Power Project
13006500,12/17/2022,151,1300642,Cascade Power Project
13006500,12/17/2022,21,1300642,Cascade Power Project
13006500,12/24/2022,10,1300642,Cascade Power Project
13006500,12/24/2022,36,1300642,Cascade Power Project
13006500,1/7/2023,22,1300642,Cascade Power Project
13006500,1/7/2023,36,1300642,Cascade Power Project
13006500,1/7/2023,145,1300642,Cascade Power Project
13006500,1/14/2023,20.5,1300642,Cascade Power Project
13006500,1/14/2023,63,1300642,Cascade Power Project
13006500,1/14/2023,96,1300642,Cascade Power Project
13006500,1/21/2023,21,1300642,Cascade Power Project
13006500,1/21/2023,55,1300642,Cascade Power Project
13006500,1/28/2023,44,1300642,Cascade Power Project
13006500,1/28/2023,73.5,1300642,Cascade Power Project
13006500,2/4/2023,20.5,1300642,Cascade Power Project
13006500,2/4/2023,103,1300642,Cascade Power Project
13006500,2/11/2023,79.5,1300642,Cascade Power Project
13006500,2/11/2023,31,1300642,Cascade Power Project
13006500,2/18/2023,94,1300642,Cascade Power Project
13006500,2/25/2023,75,1300642,Cascade Power Project
13006500,3/4/2023,52,1300642,Cascade Power Project
13006500,3/4/2023,31.5,1300642,Cascade Power Project
13006500,3/11/2023,4,1300642,Cascade Power Project
13006500,3/11/2023,54,1300642,Cascade Power Project
13006500,3/11/2023,37.5,1300642,Cascade Power Project
13006500,3/11/2023,16.5,1300642,Cascade Power Project
13006500,3/18/2023,2,1300642,Cascade Power Project
13006500,3/18/2023,41.5,1300642,Cascade Power Project
13006500,3/18/2023,41,1300642,Cascade Power Project
13006500,3/18/2023,30.5,1300642,Cascade Power Project
13006601,12/10/2022,21,1300642,Cascade Power Project
13006602,3/11/2023,136.5,1300642,Cascade Power Project
13006602,3/18/2023,141,1300642,Cascade Power Project
13006604,2/4/2023,9,1300642,Cascade Power Project
13006605,11/26/2022,180.5,1300642,Cascade Power Project
13006605,12/3/2022,16,1300642,Cascade Power Project
13006605,12/3/2022,228,1300642,Cascade Power Project
13006605,12/10/2022,23.5,1300642,Cascade Power Project
13006605,12/10/2022,166.5,1300642,Cascade Power Project
13006605,12/17/2022,26,1300642,Cascade Power Project
13006605,12/17/2022,170,1300642,Cascade Power Project
13006605,12/17/2022,27.5,1300642,Cascade Power Project
13006605,12/24/2022,4,1300642,Cascade Power Project
13006605,12/24/2022,47,1300642,Cascade Power Project
13006605,12/24/2022,9,1300642,Cascade Power Project
13006605,1/7/2023,16.5,1300642,Cascade Power Project
13006605,1/7/2023,159.5,1300642,Cascade Power Project
13006605,1/14/2023,2,1300642,Cascade Power Project
13006605,1/14/2023,37.5,1300642,Cascade Power Project
13006609,11/5/2022,39,1300642,Cascade Power Project
13006609,11/5/2022,43.5,1300642,Cascade Power Project
13006609,11/5/2022,15,1300642,Cascade Power Project
13006609,11/12/2022,4,1300642,Cascade Power Project
13006609,11/12/2022,12,1300642,Cascade Power Project
13006609,11/12/2022,51.5,1300642,Cascade Power Project
13006609,11/12/2022,255,1300642,Cascade Power Project
13006609,11/12/2022,41.5,1300642,Cascade Power Project
13006609,11/19/2022,8,1300642,Cascade Power Project
13006609,11/19/2022,65,1300642,Cascade Power Project
13006609,11/19/2022,24.5,1300642,Cascade Power Project
13006609,11/19/2022,137,1300642,Cascade Power Project
13006609,11/19/2022,52,1300642,Cascade Power Project
13006609,11/26/2022,1,1300642,Cascade Power Project
13006609,11/26/2022,61.5,1300642,Cascade Power Project
13006609,12/3/2022,15,1300642,Cascade Power Project
13006609,12/10/2022,30,1300642,Cascade Power Project
13006609,12/10/2022,34,1300642,Cascade Power Project
13006609,12/10/2022,8,1300642,Cascade Power Project
13006609,12/17/2022,82.8,1300642,Cascade Power Project
13006609,12/17/2022,51,1300642,Cascade Power Project
13006609,12/17/2022,2,1300642,Cascade Power Project
13006609,12/24/2022,25,1300642,Cascade Power Project
13006609,12/24/2022,29,1300642,Cascade Power Project
13006609,1/7/2023,6.5,1300642,Cascade Power Project
13006609,1/7/2023,30,1300642,Cascade Power Project
13006609,1/7/2023,31.5,1300642,Cascade Power Project
13006609,1/7/2023,26,1300642,Cascade Power Project
13006609,1/14/2023,1,1300642,Cascade Power Project
13006609,1/14/2023,7,1300642,Cascade Power Project
13006609,1/14/2023,37.5,1300642,Cascade Power Project
13006609,1/14/2023,7,1300642,Cascade Power Project
13006609,1/21/2023,3.5,1300642,Cascade Power Project
13006609,1/21/2023,10,1300642,Cascade Power Project
13006610,12/10/2022,84,1300642,Cascade Power Project
13006610,12/17/2022,10,1300642,Cascade Power Project
13006610,12/24/2022,19.5,1300642,Cascade Power Project
13006610,1/7/2023,95,1300642,Cascade Power Project
13006610,1/7/2023,21,1300642,Cascade Power Project
13006610,1/14/2023,71.5,1300642,Cascade Power Project
13006610,1/14/2023,7.5,1300642,Cascade Power Project
13006610,1/21/2023,99.5,1300642,Cascade Power Project
13006610,1/21/2023,12,1300642,Cascade Power Project
13006700,12/10/2022,62.5,1300642,Cascade Power Project
13006700,12/17/2022,389.8,1300642,Cascade Power Project
13006700,12/24/2022,89,1300642,Cascade Power Project
13006700,12/24/2022,12.5,1300642,Cascade Power Project
13006700,1/7/2023,177,1300642,Cascade Power Project
13006700,1/14/2023,16.5,1300642,Cascade Power Project
13006700,1/21/2023,13,1300642,Cascade Power Project
13006700,2/4/2023,129.5,1300642,Cascade Power Project
13006700,2/11/2023,4,1300642,Cascade Power Project
13006700,2/11/2023,248,1300642,Cascade Power Project
13006700,2/18/2023,16,1300642,Cascade Power Project
13006700,2/18/2023,10.5,1300642,Cascade Power Project
13006700,2/18/2023,379,1300642,Cascade Power Project
13006700,2/25/2023,3.5,1300642,Cascade Power Project
13006700,2/25/2023,3.5,1300642,Cascade Power Project
13006700,2/25/2023,12.5,1300642,Cascade Power Project
13006700,2/25/2023,4,1300642,Cascade Power Project
13006700,2/25/2023,36.5,1300642,Cascade Power Project
13006700,2/25/2023,417.5,1300642,Cascade Power Project
13006700,3/4/2023,5.5,1300642,Cascade Power Project
13006700,3/4/2023,24,1300642,Cascade Power Project
13006700,3/4/2023,10,1300642,Cascade Power Project
13006700,3/4/2023,254.5,1300642,Cascade Power Project
13006700,3/11/2023,267.5,1300642,Cascade Power Project
13006700,3/18/2023,3.5,1300642,Cascade Power Project
13006700,3/18/2023,184,1300642,Cascade Power Project
13006710,12/10/2022,47.5,1300642,Cascade Power Project
13006710,12/17/2022,4,1300642,Cascade Power Project
13006710,12/17/2022,109,1300642,Cascade Power Project
13006710,12/24/2022,13,1300642,Cascade Power Project
13006710,1/7/2023,25,1300642,Cascade Power Project
13006711,1/7/2023,2.5,1300642,Cascade Power Project
13006711,1/14/2023,56,1300642,Cascade Power Project
13006713,1/21/2023,31.5,1300642,Cascade Power Project
13006713,1/21/2023,10.5,1300642,Cascade Power Project
13006714,12/10/2022,6,1300642,Cascade Power Project
13007410,10/23/2021,258,1300642,Cascade Power Project
13007410,10/30/2021,235.5,1300642,Cascade Power Project
13007410,11/27/2021,76,1300642,Cascade Power Project
13007410,12/4/2021,82,1300642,Cascade Power Project
13007410,12/11/2021,97,1300642,Cascade Power Project
13007410,1/22/2022,5,1300642,Cascade Power Project
13007410,1/22/2022,213.5,1300642,Cascade Power Project
13007410,1/29/2022,18,1300642,Cascade Power Project
13007410,2/12/2022,137,1300642,Cascade Power Project
13007410,2/12/2022,10,1300642,Cascade Power Project
13007410,2/19/2022,80,1300642,Cascade Power Project
13007410,2/19/2022,37.5,1300642,Cascade Power Project
13007410,2/19/2022,15,1300642,Cascade Power Project
13007410,2/19/2022,18.5,1300642,Cascade Power Project
13007410,2/26/2022,10,1300642,Cascade Power Project
13007410,2/26/2022,38.5,1300642,Cascade Power Project
13007410,2/26/2022,76,1300642,Cascade Power Project
13007410,2/26/2022,58,1300642,Cascade Power Project
13007410,2/26/2022,29,1300642,Cascade Power Project
13007410,2/26/2022,4,1300642,Cascade Power Project
13007410,2/26/2022,6,1300642,Cascade Power Project
13007410,3/5/2022,100,1300642,Cascade Power Project
13007410,3/5/2022,18,1300642,Cascade Power Project
13007410,3/12/2022,99,1300642,Cascade Power Project
13007410,3/19/2022,61,1300642,Cascade Power Project
13007410,3/19/2022,7.5,1300642,Cascade Power Project
13007410,3/26/2022,19.5,1300642,Cascade Power Project
13007410,3/26/2022,19,1300642,Cascade Power Project
13007410,4/2/2022,8,1300642,Cascade Power Project
13007410,4/2/2022,22.5,1300642,Cascade Power Project
13007410,4/9/2022,21,1300642,Cascade Power Project
13007410,4/9/2022,33,1300642,Cascade Power Project
13007410,4/9/2022,1,1300642,Cascade Power Project
13007410,4/9/2022,104.5,1300642,Cascade Power Project
13007410,4/16/2022,11,1300642,Cascade Power Project
13007410,4/16/2022,9,1300642,Cascade Power Project
13007410,4/16/2022,19,1300642,Cascade Power Project
13007410,4/23/2022,26.5,1300642,Cascade Power Project
13007410,4/30/2022,10,1300642,Cascade Power Project
13007410,5/7/2022,34,1300642,Cascade Power Project
13007410,5/7/2022,6,1300642,Cascade Power Project
13007410,5/21/2022,1,1300642,Cascade Power Project
13007410,12/17/2022,23,1300642,Cascade Power Project
13009310,3/26/2022,8.5,1300642,Cascade Power Project
13009310,3/26/2022,2,1300642,Cascade Power Project
13009310,3/26/2022,141,1300642,Cascade Power Project
13009310,4/2/2022,45,1300642,Cascade Power Project
13009310,10/29/2022,21,1300642,Cascade Power Project
13009310,11/5/2022,18.5,1300642,Cascade Power Project
13009310,11/5/2022,28,1300642,Cascade Power Project
13009310,11/12/2022,83,1300642,Cascade Power Project
13009310,11/19/2022,64,1300642,Cascade Power Project
13009310,11/19/2022,5,1300642,Cascade Power Project
13009310,11/19/2022,46,1300642,Cascade Power Project
13009310,11/26/2022,85,1300642,Cascade Power Project
13009310,11/26/2022,7,1300642,Cascade Power Project
13009310,12/3/2022,108,1300642,Cascade Power Project
13009310,12/3/2022,11,1300642,Cascade Power Project
13009310,12/3/2022,13.5,1300642,Cascade Power Project
13009310,12/10/2022,19.5,1300642,Cascade Power Project
13009310,12/17/2022,48,1300642,Cascade Power Project
13009310,12/17/2022,7.8,1300642,Cascade Power Project
13009310,1/7/2023,40,1300642,Cascade Power Project
13009310,1/7/2023,2,1300642,Cascade Power Project
13009310,1/14/2023,8,1300642,Cascade Power Project
13009410,3/5/2022,26,1300642,Cascade Power Project
13009410,3/12/2022,24,1300642,Cascade Power Project
13009410,3/12/2022,31,1300642,Cascade Power Project
13009410,3/19/2022,105,1300642,Cascade Power Project
13009410,3/19/2022,11,1300642,Cascade Power Project
13009410,3/19/2022,10.5,1300642,Cascade Power Project
13009410,3/19/2022,3,1300642,Cascade Power Project
13009410,3/19/2022,46.5,1300642,Cascade Power Project
13009410,3/19/2022,88,1300642,Cascade Power Project
13009410,3/26/2022,8,1300642,Cascade Power Project
13009410,3/26/2022,89,1300642,Cascade Power Project
13009410,4/2/2022,78,1300642,Cascade Power Project
13009410,4/9/2022,95.5,1300642,Cascade Power Project
13009410,4/16/2022,51,1300642,Cascade Power Project
13009410,4/23/2022,23.5,1300642,Cascade Power Project
13009410,4/23/2022,39.5,1300642,Cascade Power Project
13009410,4/30/2022,6,1300642,Cascade Power Project
13009410,5/7/2022,99,1300642,Cascade Power Project
13009410,5/21/2022,14.5,1300642,Cascade Power Project
13009410,5/21/2022,17.5,1300642,Cascade Power Project
13009410,5/28/2022,104,1300642,Cascade Power Project
13009410,6/4/2022,122,1300642,Cascade Power Project
13009410,6/11/2022,9.5,1300642,Cascade Power Project
13009410,6/18/2022,87.5,1300642,Cascade Power Project
13009410,6/25/2022,82.5,1300642,Cascade Power Project
13009410,7/2/2022,36,1300642,Cascade Power Project
13009410,7/9/2022,4.5,1300642,Cascade Power Project
13009410,7/9/2022,6.5,1300642,Cascade Power Project
13009410,7/16/2022,19,1300642,Cascade Power Project
13009410,7/16/2022,33.5,1300642,Cascade Power Project
13009410,7/23/2022,24.5,1300642,Cascade Power Project
13009410,7/30/2022,6.5,1300642,Cascade Power Project
13009410,7/30/2022,28,1300642,Cascade Power Project
13009410,8/6/2022,40.5,1300642,Cascade Power Project
13009410,8/13/2022,69.5,1300642,Cascade Power Project
13009410,8/27/2022,23.5,1300642,Cascade Power Project
13009410,9/3/2022,30,1300642,Cascade Power Project
13009410,9/10/2022,13.5,1300642,Cascade Power Project
13009410,9/24/2022,14,1300642,Cascade Power Project
13009410,10/1/2022,18,1300642,Cascade Power Project
13009410,10/29/2022,4,1300642,Cascade Power Project
13009410,10/29/2022,10.5,1300642,Cascade Power Project
13009410,11/12/2022,7,1300642,Cascade Power Project
13009410,11/19/2022,22,1300642,Cascade Power Project
13009410,11/26/2022,12,1300642,Cascade Power Project
13009410,12/17/2022,13.5,1300642,Cascade Power Project
13009410,1/21/2023,5,1300642,Cascade Power Project
13009410,1/28/2023,96,1300642,Cascade Power Project
13009510,4/30/2022,25,1300642,Cascade Power Project
13009510,5/14/2022,19,1300642,Cascade Power Project
13009510,7/16/2022,13.5,1300642,Cascade Power Project
13009510,7/16/2022,17.5,1300642,Cascade Power Project
13009510,11/26/2022,60,1300642,Cascade Power Project
13009510,11/26/2022,5,1300642,Cascade Power Project
13009510,11/26/2022,15,1300642,Cascade Power Project
13009510,12/3/2022,30.5,1300642,Cascade Power Project
13009510,1/14/2023,8,1300642,Cascade Power Project
13009510,2/4/2023,15,1300642,Cascade Power Project
13009510,2/18/2023,6,1300642,Cascade Power Project
13009610,10/16/2021,0,1300642,Cascade Power Project
13009610,3/5/2022,8,1300642,Cascade Power Project
13009610,3/12/2022,2,1300642,Cascade Power Project
13009610,4/9/2022,11,1300642,Cascade Power Project
13009610,4/9/2022,2,1300642,Cascade Power Project
13009610,4/9/2022,25,1300642,Cascade Power Project
13009610,8/27/2022,37.5,1300642,Cascade Power Project
14000120,2/5/2022,6.75,1300642,Cascade Power Project
14000120,11/6/2021,0,1300642,Cascade Power Project
14000120,11/13/2021,0,1300642,Cascade Power Project
14000120,11/27/2021,0,1300642,Cascade Power Project
14000140,7/9/2022,140,1300642,Cascade Power Project
